,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
211,237524.cif,B3+:6.000 Cu2+:2.000 Li1+:6.000 O2-:14.000,Li1,5.0,1.0,2,1,0.064,"[153.766, 137.366, 113.979, 105.861, 102.398, 101.362, 99.143, 98.592, 87.564, 57.771]","{(5.89, -3.8, 0.66), (-6.38, -5.11, -4.61), (0.0, -1.96, -8.42), (5.89, 3.01, -3.07), (-8.62, 0.17, -6.95), (0.0, 4.86, -12.15), (-8.62, 3.43, 4.35), (-6.38, 4.97, 2.97), (0.0, 8.12, -0.84), (8.13, -2.26, -0.73)}"
212,237524.cif,B3+:6.000 Cu2+:2.000 Li1+:6.000 O2-:14.000,Li2,5.0,1.0,2,1,0.029,"[158.326, 138.314, 122.568, 110.023, 108.385, 98.349, 95.359, 92.941, 67.815, 66.597]","{(0.0, -8.03, 6.05), (-7.71, 2.18, 2.85), (-6.38, -6.86, 2.25), (-0.0, -8.47, -1.39), (0.0, 3.35, 6.19), (-6.38, 4.52, 2.39), (5.69, -1.71, -3.88), (4.36, -4.06, -3.42), (4.36, 7.77, 4.15), (5.69, -1.27, 3.55)}"
213,237524.cif,B3+:6.000 Cu2+:2.000 Li1+:6.000 O2-:14.000,Li3,5.0,1.0,2,1,0.047,"[161.787, 125.387, 113.985, 111.291, 102.515, 100.743, 97.504, 90.355, 86.181, 64.361]","{(-6.25, -5.11, -4.97), (-0.0, -1.96, -8.42), (6.25, -5.32, -4.83), (-5.99, -3.78, 0.05), (5.99, -4.09, -0.32), (7.03, 0.91, 4.8), (7.03, -1.65, -4.72), (6.77, -0.42, -0.22), (-0.0, -8.47, -1.39), (0.0, -5.91, 8.14)}"
216,237525.cif,B3+:12.000 Cu2+:9.000 Li1+:2.000 O2-:28.000,Cu5,5.0,2.0,4,1,0.071,"[170.54, 146.222, 109.92, 104.448, 103.727, 102.973, 87.994, 87.685, 84.716, 69.959]","{(5.47, -3.46, -5.8), (-0.0, -8.01, -3.39), (6.01, 0.5, -4.56), (-6.36, -5.16, -0.38), (0.0, 9.65, -4.09), (-6.01, 1.15, -2.91), (0.0, 0.31, -7.3), (-6.36, 4.18, 2.83), (-5.47, -4.25, -4.89), (-6.91, 0.23, 1.59)}"
217,237525.cif,B3+:12.000 Cu2+:9.000 Li1+:2.000 O2-:28.000,Cu6,5.0,2.0,4,1,0.137,"[166.434, 160.944, 100.859, 100.778, 96.189, 94.066, 93.675, 91.163, 88.218, 68.235]","{(5.64, 3.7, 1.12), (5.43, 3.44, 1.13), (0.0, 3.03, -10.21), (5.43, -3.06, 3.52), (-7.12, -4.57, -1.27), (-6.91, -4.3, -1.27), (7.12, -0.8, -6.2), (0.0, -3.47, -7.82), (6.91, -7.56, -3.8), (0.0, -8.4, 2.75)}"
218,237525.cif,B3+:12.000 Cu2+:9.000 Li1+:2.000 O2-:28.000,Cu3,5.0,2.0,4,1,0.135,"[168.667, 165.016, 100.457, 100.323, 92.562, 91.135, 90.751, 88.556, 82.958, 78.387]","{(-5.5, 6.7, -4.43), (0.0, -2.03, 7.05), (-7.19, -1.19, -5.89), (5.88, -4.78, -3.55), (-7.19, -3.26, 3.32), (5.88, 3.65, -1.29), (7.56, 3.11, -2.09), (-5.5, -3.79, 2.53), (0.0, 8.47, 0.09), (0.0, 6.39, 9.31)}"
219,237525.cif,B3+:12.000 Cu2+:9.000 Li1+:2.000 O2-:28.000,Li1,5.0,1.0,2,1,0.047,"[158.844, 140.778, 122.452, 109.081, 108.21, 103.232, 98.476, 95.003, 65.191, 61.36]","{(-4.65, 5.48, -6.01), (-5.36, 2.48, 3.38), (-7.74, -3.43, 1.57), (-5.36, -3.76, 0.44), (0.0, -3.28, -10.89), (-7.03, -3.89, 4.06), (0.0, 2.96, -7.95), (0.0, -6.73, 0.98), (-4.65, -4.21, 2.92), (-7.03, -0.43, -7.81)}"
220,237526.cif,B3+:4.000 Cu2+:1.000 Li1+:6.000 O2-:10.000,Li1,5.0,1.0,2,1,0.058,"[153.975, 129.035, 117.736, 112.669, 105.278, 101.666, 101.385, 100.539, 71.313, 62.826]","{(5.71, 1.78, 3.6), (0.0, -6.89, 6.55), (0.0, -3.58, -6.29), (-7.12, -1.77, -2.64), (6.18, -6.8, 2.5), (4.77, 3.67, 3.2), (-0.0, 8.63, 0.76), (4.77, -8.54, -3.85), (-6.18, -3.67, -2.23), (-5.71, -0.04, 3.71)}"
221,237526.cif,B3+:4.000 Cu2+:1.000 Li1+:6.000 O2-:10.000,Li2,5.0,1.0,2,1,0.047,"[158.264, 126.992, 114.936, 112.892, 100.335, 99.91, 92.964, 92.855, 90.533, 65.437]","{(5.97, 4.0, 0.43), (-5.97, 3.74, -0.23), (-6.36, -0.61, -0.37), (6.54, -5.53, -4.73), (-0.0, 2.42, 8.41), (6.93, -1.18, -4.6), (0.0, -8.63, -0.76), (0.0, 5.32, -8.21), (-6.93, -2.13, -4.37), (6.54, 5.52, 4.43)}"
224,237527.cif,B3+:28.000 Cu2+:14.000 Li1+:16.000 O2-:64.000,Cu3,5.0,2.0,4,1,0.105,"[167.501, 147.437, 116.072, 107.596, 107.266, 95.676, 86.101, 84.503, 81.547, 69.763]","{(-3.5, 5.75, 4.77), (-7.0, 0.0, 2.57), (-0.33, 7.06, 4.4), (-3.54, -6.15, 0.65), (-1.55, 7.06, -6.25), (0.91, -7.46, 0.28), (-8.22, -0.0, -8.07), (2.9, 5.75, -6.62), (-0.6, -0.0, -8.82), (4.09, -6.15, -0.1)}"
225,237527.cif,B3+:28.000 Cu2+:14.000 Li1+:16.000 O2-:64.000,Li1,5.0,1.0,2,1,0.046,"[156.448, 134.749, 119.485, 111.451, 110.708, 100.527, 98.227, 93.13, 66.946, 65.323]","{(-1.79, -7.67, 2.89), (3.43, 4.86, -3.64), (2.77, 0.0, -6.83), (1.25, 5.89, 3.74), (-8.1, 4.86, 5.47), (-8.76, 0.0, 2.29), (1.41, 5.89, -3.7), (7.56, -6.64, 1.16), (-3.81, -6.64, 2.83), (-8.6, 0.0, -5.16)}"
226,237527.cif,B3+:28.000 Cu2+:14.000 Li1+:16.000 O2-:64.000,Li2,5.0,1.0,2,1,0.019,"[147.49, 142.018, 116.366, 113.441, 109.135, 102.915, 99.747, 93.216, 65.399, 65.348]","{(-1.51, 0.0, 6.74), (4.66, -5.38, 7.08), (4.02, 5.54, -2.19), (1.29, 6.71, 3.9), (-0.77, -5.54, -3.76), (7.38, -6.55, 1.0), (-7.78, 0.0, -4.51), (11.03, 0.0, -1.44), (2.14, 6.55, 4.29), (-1.62, -5.38, -4.16)}"
227,237527.cif,B3+:28.000 Cu2+:14.000 Li1+:16.000 O2-:64.000,Li3,5.0,1.0,2,1,0.059,"[153.457, 118.712, 115.887, 109.767, 108.331, 104.957, 97.21, 92.333, 76.691, 60.843]","{(-3.08, -6.86, -3.87), (-9.09, 0.0, 2.0), (6.72, -0.0, 5.14), (0.31, 5.46, 3.55), (-2.68, -5.46, 3.58), (2.34, 6.31, 5.62), (-2.32, 6.31, -8.28), (2.06, 0.0, -8.76), (-1.04, -6.02, -1.8), (-3.96, 6.86, -2.89)}"
228,238154.cif,B3+:8.000 Fe2+:4.002 Fe3+:2.958 Li1+:7.120 O2-:24.000,Fe1,5.0,2.0,4,8,0.199,"[169.899, 125.739, 120.664, 112.954, 98.25, 95.33, 94.698, 92.43, 84.67, 75.605]","{(-4.71, -5.1, 4.33), (8.31, -2.61, -1.77), (0.68, 2.5, 9.32), (-7.87, 5.22, -0.68), (-2.86, 9.01, 2.63), (8.69, 1.19, -0.09), (-8.25, 1.41, -2.36), (-1.47, -11.22, 1.35), (3.53, -7.42, 4.67), (5.45, 7.31, 2.88)}"
229,238154.cif,B3+:8.000 Fe2+:4.002 Fe3+:2.958 Li1+:7.120 O2-:24.000,Fe2,5.0,2.0,4,8,0.069,"[171.078, 129.964, 118.067, 111.827, 94.669, 92.723, 92.166, 91.708, 89.587, 79.444]","{(-3.33, -5.42, 4.8), (0.26, 8.84, -0.38), (4.78, 6.03, 2.87), (-7.85, -2.61, 1.55), (5.71, -2.0, -4.48), (5.48, -5.86, -0.8), (2.21, 1.26, 9.91), (3.14, -6.77, 2.56), (-7.62, 1.26, -2.13), (-2.07, 7.93, 2.98)}"
230,238154.cif,B3+:8.000 Fe2+:4.002 Fe3+:2.958 Li1+:7.120 O2-:24.000,Li1,5.0,1.0,2,1,0.091,"[169.899, 125.739, 120.664, 112.954, 98.25, 95.33, 94.698, 92.43, 84.67, 75.605]","{(-4.71, -5.1, 4.33), (8.31, -2.61, -1.77), (0.68, 2.5, 9.32), (-7.87, 5.22, -0.68), (-2.86, 9.01, 2.63), (8.69, 1.19, -0.09), (-8.25, 1.41, -2.36), (-1.47, -11.22, 1.35), (3.53, -7.42, 4.67), (5.45, 7.31, 2.88)}"
231,238523.cif,Fe2+:2.034 Li1+:3.966 O2-:8.000 Si4+:2.000,Fe1,5.0,2.0,4,8,0.211,"[168.265, 135.668, 115.906, 104.478, 102.204, 97.337, 93.824, 92.178, 88.527, 69.592]","{(-0.5, -8.63, -3.23), (6.05, -4.51, -1.3), (-5.21, 6.08, 0.0), (-0.68, 7.13, -3.23), (-5.03, -9.69, 0.0), (6.94, 2.95, 3.99), (-6.53, -3.13, 3.99), (-1.58, -0.33, -8.51), (8.45, -3.61, 0.0), (-7.61, 5.18, -1.3)}"
232,238523.cif,Fe2+:2.034 Li1+:3.966 O2-:8.000 Si4+:2.000,Li2,5.0,1.0,2,1,0.096,"[168.265, 135.66, 115.906, 104.478, 102.204, 97.337, 93.824, 92.183, 88.522, 69.592]","{(1.58, 0.33, -8.51), (5.03, 9.69, 0.0), (-6.94, -2.95, 3.99), (-8.45, 3.61, 0.0), (0.5, 8.63, -3.23), (-6.05, 4.51, -1.3), (5.21, -6.08, 0.0), (7.61, -5.18, -1.3), (0.68, -7.13, -3.23), (6.53, 3.13, 3.99)}"
233,238600.cif,Li1+:12.964 O2-:16.000 P5+:3.000 Si4+:1.000,Li4,5.0,1.0,2,1,0.055,"[147.973, 147.119, 110.237, 108.693, 105.213, 100.667, 98.882, 84.716, 77.22, 76.567]","{(2.69, 4.74, -5.39), (4.16, -8.09, -4.62), (-3.69, -6.41, -1.92), (-5.16, 6.42, -2.68), (-1.0, -1.67, -7.3), (-8.84, 0.0, -4.59), (7.85, -1.68, -2.71)}"
234,238601.cif,Li1+:13.192 O2-:16.000 P5+:2.000 Si4+:2.000,Li4,5.0,1.0,2,1,0.017,"[154.702, 153.831, 106.403, 104.27, 100.859, 99.625, 95.998, 95.307, 80.416, 76.838]","{(-8.83, 0.08, -4.61), (5.09, -6.58, 2.66), (4.21, -8.14, -4.72), (-0.88, -1.56, -7.38), (-3.74, -6.5, -1.95), (-7.95, 1.64, 2.77), (-2.86, -4.94, 5.43)}"
235,238602.cif,Li1+:7.222 O2-:8.000 P5+:0.500 Si4+:1.500,Li5,5.0,1.0,2,1,0.024,"[153.202, 153.012, 107.8, 105.873, 100.638, 100.061, 98.772, 91.157, 78.557, 77.502]","{(-5.33, 5.29, 2.97), (-2.6, -1.54, 8.15), (4.69, 8.21, -4.2), (5.33, -5.29, -2.97), (4.81, -0.15, 9.13), (2.73, -6.83, 5.18), (2.08, 6.67, 3.95), (7.41, 1.39, 0.98)}"
236,238603.cif,Li1+:56.000 O2-:56.000 Si4+:14.000,Li14,5.0,1.0,2,1,0.021,"[157.339, 152.313, 103.739, 103.639, 103.544, 99.387, 98.917, 92.499, 81.472, 76.019]","{(-3.44, 5.86, -5.04), (2.36, 8.07, 5.77), (-4.56, 6.43, 3.22), (8.16, -0.26, -5.77), (1.32, -1.29, -8.68), (7.12, 0.92, 2.13), (-3.52, 5.25, -4.68), (3.37, -5.04, 5.06), (3.29, -5.65, 5.42), (-3.55, -6.68, 2.51)}"
237,238603.cif,Li1+:56.000 O2-:56.000 Si4+:14.000,Li17,5.0,1.0,2,1,0.078,"[171.572, 124.604, 116.481, 116.481, 115.887, 90.481, 90.481, 85.618, 85.613, 72.548]","{(0.99, 6.6, 4.51), (6.91, 0.0, -7.12), (8.89, 0.0, 1.91), (-7.89, -3.64, -4.07), (-0.0, 10.91, -0.0), (6.91, -7.95, -0.45), (-6.91, -7.95, 0.45), (-0.99, 6.6, -4.51), (-6.9, -0.0, -6.23), (7.89, -3.64, 4.07)}"
246,239000.cif,B3+:4.000 Ca2+:2.000 Li1+:8.000 O2-:12.000,Li2,5.0,1.0,2,1,0.027,"[161.103, 120.75, 120.75, 116.609, 95.636, 95.63, 94.261, 94.261, 92.533, 68.568]","{(4.13, -0.49, -6.01), (2.07, 4.83, 7.12), (-2.07, -4.83, 7.12), (3.34, 8.46, -0.0), (0.0, 0.0, -6.89), (-9.06, -0.22, 0.0), (-4.13, 0.49, -6.01), (-6.2, -4.34, 6.24), (-4.92, 9.44, -0.0), (6.2, 4.34, 6.24)}"
257,239795.cif,Li1+:54.000 O2-:288.000 Sc3+:48.000 Se4+:96.000,Li2,5.0,1.0,2,1,0.077,"[139.969, 135.939, 135.113, 117.756, 114.538, 102.41, 75.392, 72.92, 66.609, 61.092]","{(-1.96, 6.59, 0.45), (5.34, -1.09, -11.45), (-2.92, 3.47, 2.62), (1.97, -2.35, -6.79), (-5.53, 3.86, -6.31), (5.18, -6.17, -0.61), (-9.86, -0.52, 0.52), (4.23, -9.29, 1.57), (-6.64, -4.34, 6.71), (-6.29, 2.21, 7.28)}"
258,239798.cif,Li1+:8.000 Mo6+:72.000 Na1+:40.000 O2-:240.000,Mo1,5.0,6.0,5,6,0.461,"[152.264, 146.481, 105.361, 104.845, 104.762, 101.9, 93.675, 89.593, 86.451, 69.403]","{(-5.31, 3.96, 0.62), (4.53, -0.52, 4.9), (-5.68, -0.14, -5.22), (-0.23, -8.15, -0.34), (-0.38, 3.2, 5.47), (-5.14, -4.43, 0.24), (-4.94, -0.72, -5.35), (3.79, 0.06, 5.03), (-0.61, -3.47, 5.63), (-4.78, -0.33, 6.08)}"
259,239798.cif,Li1+:8.000 Mo6+:72.000 Na1+:40.000 O2-:240.000,Mo2,5.0,6.0,5,6,0.426,"[151.45, 141.962, 104.88, 103.415, 103.126, 103.085, 99.916, 99.672, 73.859, 71.44]","{(-3.63, -0.11, -4.49), (4.57, 0.52, 4.95), (5.59, 0.14, 5.52), (-4.96, -4.58, 0.55), (0.28, -3.36, -5.43), (-4.65, 0.27, -5.06), (4.84, -4.54, -0.35), (-0.3, -3.15, 5.48), (-0.04, -8.21, 0.18), (-4.2, 0.1, 6.42)}"
260,239798.cif,Li1+:8.000 Mo6+:72.000 Na1+:40.000 O2-:240.000,Mo3,5.0,6.0,5,6,0.427,"[154.635, 142.75, 103.627, 102.756, 102.023, 101.695, 100.929, 99.811, 73.148, 73.112]","{(0.02, -8.05, 0.06), (-5.42, -0.09, -5.75), (4.36, -0.02, -6.33), (0.32, -3.34, -5.35), (-4.82, -4.55, 0.32), (3.72, 0.07, 4.53), (-4.52, 0.16, -5.09), (4.96, -4.48, -0.26), (-0.31, -3.25, 5.52), (4.62, 0.32, 5.2)}"
261,239960.cif,Fe2+:4.000 Fe3+:4.000 Li1+:12.000 O2-:64.000 S6+:16.000,Li2,5.0,1.0,2,1,0.11,"[149.746, 144.479, 122.643, 120.066, 104.371, 101.935, 92.115, 87.427, 58.748, 55.333]","{(-6.08, 7.12, -4.98), (-4.75, 3.81, -3.55), (-3.95, 1.28, 6.27), (4.27, -5.56, 5.1), (3.08, 3.53, 4.41), (-2.76, -7.81, 6.96), (2.94, -2.26, 3.66), (-1.53, 0.75, -8.06), (-1.67, -5.04, -8.81), (0.46, -10.88, 2.44)}"
262,239963.cif,Fe2+:8.000 Li1+:16.000 O2-:64.000 S6+:16.000,Li2,5.0,1.0,2,1,0.078,"[145.467, 139.925, 114.753, 105.974, 103.763, 101.262, 100.865, 91.673, 83.379, 65.651]","{(-1.22, 6.69, 0.95), (0.61, -9.45, -2.12), (2.6, 5.01, -3.71), (-0.1, -9.31, -1.24), (-5.17, -3.0, -4.43), (-4.92, 2.3, 6.3), (-8.99, -1.33, 0.23), (-0.51, 6.55, 0.07), (3.97, -5.68, 4.83), (0.86, -4.14, 8.6)}"
263,239975.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:0.552 Sr2+:3.448,Li1,5.0,1.0,2,1,0.04,"[162.631, 125.121, 118.203, 116.564, 103.021, 102.046, 101.04, 94.347, 70.415, 69.922]","{(4.31, 7.04, -4.59), (-5.83, -2.05, -4.71), (-0.62, -6.33, -2.57), (-1.14, 9.07, -3.76), (-6.07, -4.3, -1.74), (-5.97, 4.8, -0.26), (6.87, -0.3, 3.76), (2.04, -4.56, 7.26), (4.45, 0.19, -9.04), (7.11, 1.96, 0.79)}"
264,239976.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:1.140 Sr2+:2.860,Li1,5.0,1.0,2,1,0.036,"[163.038, 127.265, 117.219, 115.252, 104.88, 101.806, 100.69, 94.939, 69.641, 69.298]","{(-5.51, -1.58, -4.75), (-6.43, 0.62, -3.84), (0.86, 6.29, 2.82), (0.83, -9.0, 3.76), (1.84, -4.83, 7.31), (6.2, 3.82, 2.09), (-5.42, 4.79, -0.29), (-4.43, -0.16, 8.95), (7.13, 1.62, 1.18), (-4.52, -6.54, 4.49)}"
265,239977.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:1.280 Sr2+:2.720,Li1,5.0,1.0,2,1,0.039,"[161.316, 125.867, 118.64, 115.48, 103.521, 102.181, 101.017, 97.614, 69.078, 67.549]","{(-5.51, -1.41, -4.77), (6.29, -0.76, 3.83), (-0.99, -6.17, -2.95), (-0.65, 9.05, -3.69), (4.38, 0.3, -8.88), (-5.22, 4.83, -0.31), (7.09, 1.5, 1.28), (1.71, -4.98, 7.21), (4.67, 6.54, -4.42), (-6.31, -3.67, -2.22)}"
266,239978.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:1.516 Sr2+:2.484,Li1,5.0,1.0,2,1,0.04,"[163.476, 128.105, 117.594, 114.249, 104.975, 101.467, 99.898, 96.431, 70.062, 68.642]","{(-5.54, -1.34, -4.81), (6.36, -0.84, 3.9), (0.99, 6.26, 2.96), (-0.72, 9.15, -3.74), (-5.27, 4.94, -0.32), (-4.36, -0.2, 8.92), (7.16, 1.41, 1.36), (-4.62, -6.48, 4.43), (1.81, -5.06, 7.31), (-6.34, -3.59, -2.27)}"
267,239979.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:1.668 Sr2+:2.332,Li1,5.0,1.0,2,1,0.041,"[164.906, 128.601, 118.738, 112.662, 103.94, 103.374, 99.282, 95.814, 70.08, 68.961]","{(-5.58, -1.28, -4.86), (1.05, 6.16, 2.9), (5.26, -4.97, 0.37), (-0.64, 9.04, -3.67), (4.35, 0.21, -8.82), (6.4, -0.96, 3.93), (7.17, 1.33, 1.3), (-4.66, -6.46, 4.33), (-1.78, 5.03, -7.22), (-6.35, -3.57, -2.23)}"
268,239980.cif,B3+:4.000 Li1+:4.000 O2-:12.000 Pb2+:2.000 Sr2+:2.000,Li1,5.0,1.0,2,1,0.04,"[163.296, 126.877, 118.633, 114.305, 105.218, 100.842, 100.813, 95.739, 69.36, 69.213]","{(-5.49, -1.3, -4.87), (-6.3, 0.96, -3.92), (4.34, 0.17, -8.82), (-1.08, -6.19, -2.93), (6.36, 3.61, 2.26), (-5.16, 4.93, -0.38), (0.6, -8.98, 3.65), (7.17, 1.35, 1.31), (1.75, -5.01, 7.2), (4.68, 6.4, -4.33)}"
269,240268.cif,Li1+:10.000 O2-:48.000 P5+:12.000 V3+:6.000 V4+:2.000,Li3,5.0,1.0,2,1,0.103,"[156.477, 154.783, 123.484, 117.898, 102.556, 95.187, 79.415, 73.298, 69.341, 64.196]","{(8.69, -3.18, -1.95), (-0.63, 7.56, 4.63), (-5.16, 7.44, -2.07), (2.28, 4.68, 6.06), (-3.21, 2.59, -8.19), (2.76, 4.31, -3.72), (0.8, 9.16, 2.41), (5.31, 0.06, 6.39), (3.72, 6.28, 3.84), (-0.19, -2.02, -7.87)}"
271,240894.cif,B3+:20.000 Cs1+:4.000 Gd3+:16.000 Li1+:8.000 O2-:60.000,Li1,5.0,1.0,2,1,0.029,"[159.901, 138.417, 115.341, 106.236, 103.527, 98.436, 95.365, 93.842, 71.856, 71.549]","{(7.19, 5.36, -0.46), (-7.15, 1.55, -0.16), (-3.46, -5.87, -4.59), (-6.34, -0.73, 3.76), (3.66, -3.02, -5.06), (0.41, -9.6, 0.86), (7.99, 3.09, 3.46), (-3.28, -2.18, 5.29), (0.6, -1.58, -6.58), (3.93, -1.21, 5.46)}"
272,240894.cif,B3+:20.000 Cs1+:4.000 Gd3+:16.000 Li1+:8.000 O2-:60.000,Li2,5.0,1.0,2,1,0.036,"[159.342, 130.806, 116.398, 112.65, 105.486, 96.54, 95.072, 94.824, 73.136, 72.025]","{(6.86, -5.18, 0.35), (0.33, 9.42, -0.68), (-6.95, -2.01, 0.17), (3.61, 2.74, 5.26), (1.05, 1.36, 6.61), (3.58, 1.51, -5.59), (-5.94, 0.38, -4.11), (7.88, -2.79, -3.93), (-3.37, 1.76, -5.46), (-3.25, 5.66, 4.95)}"
276,240965.cif,Cr3+:2.000 Li1+:2.000 O2-:14.000 P5+:4.000,Li1,5.0,1.0,2,1,0.063,"[175.867, 128.433, 120.305, 109.038, 107.722, 103.987, 92.562, 83.281, 76.95, 62.69]","{(-5.29, 5.49, 2.07), (7.14, -1.94, 1.3), (5.95, 9.43, -3.94), (-2.98, 8.36, 5.11), (-5.06, 0.7, 5.44), (-2.74, 3.57, 8.48), (-1.57, 6.35, -2.98), (2.46, 3.77, 4.48), (3.42, -2.8, 6.35), (-1.78, -3.01, 10.35)}"
277,240986.cif,Bi3+:58.944 Li1+:8.000 O2-:152.000 P5+:24.000,Bi4,5.0,3.0,6,5,0.16,"[142.12, 138.921, 113.185, 112.08, 74.704, 74.169, 72.188, 71.464, 71.422, 71.319]","{(0.4, -6.51, -8.85), (-1.74, -0.17, -6.72), (7.23, -6.54, -6.85), (5.09, -0.2, -4.71), (5.18, -0.19, -4.79), (-5.21, 0.19, 4.81), (-5.13, 0.2, 4.73), (-9.04, 6.41, 0.04), (2.18, -6.38, -2.03), (-6.99, 0.06, -2.01)}"
278,240986.cif,Bi3+:58.944 Li1+:8.000 O2-:152.000 P5+:24.000,Bi6,5.0,3.0,6,5,0.226,"[174.268, 170.401, 95.44, 89.593, 89.438, 88.613, 88.562, 87.157, 85.739, 82.004]","{(0.36, 0.44, 7.76), (5.26, -4.34, 4.95), (-7.49, -1.36, 7.49), (-8.23, -2.96, -0.45), (-2.78, -8.38, -3.55), (-8.68, -1.75, 7.68), (-6.93, -2.0, 7.21), (-2.04, -6.78, 4.4), (-8.12, -2.39, 7.4), (5.71, -5.56, -3.18)}"
279,240986.cif,Bi3+:58.944 Li1+:8.000 O2-:152.000 P5+:24.000,Bi7,5.0,3.0,6,5,0.275,"[167.742, 147.908, 120.491, 94.451, 91.427, 88.974, 88.705, 88.562, 76.915, 71.428]","{(5.13, -8.94, -4.34), (4.95, 6.03, -1.25), (-2.54, 8.83, -4.92), (-8.29, -1.95, -1.71), (10.88, 1.84, -7.55), (8.56, 0.2, -5.04), (-6.51, -6.76, -4.13), (6.73, 1.21, -3.66), (12.71, 0.83, -8.92), (1.07, 3.01, -8.71)}"
280,241829.cif,Li1+:8.000 O2-:36.000 S6+:8.000 V4+:4.000,Li1,5.0,1.0,2,1,0.044,"[143.63, 143.63, 109.069, 109.069, 105.308, 105.308, 92.751, 92.751, 87.105, 66.659]","{(9.57, -0.79, 0.95), (4.18, -6.18, 3.58), (-1.45, -1.45, 7.9), (1.24, 1.24, -6.79), (6.18, -4.18, -3.58), (3.94, 3.94, 5.27), (0.79, -9.57, -0.95), (4.63, 4.63, -2.26)}"
281,241829.cif,Li1+:8.000 O2-:36.000 S6+:8.000 V4+:4.000,V1,5.0,4.0,4,5,0.382,"[153.663, 153.663, 103.173, 103.173, 103.173, 103.173, 87.025, 87.025, 87.025, 87.025]","{(0.0, -0.0, 7.62), (0.66, 5.57, 3.81), (6.23, 4.92, 0.0), (5.57, -0.66, -3.81), (0.0, 0.0, -7.62), (-5.57, 0.66, -3.81), (-0.66, -5.57, 3.81), (4.92, -6.23, 0.0)}"
286,243533.cif,Co2+:8.000 F1-:8.000 Li1+:16.000 O2-:32.000 P5+:8.000,Li3,5.0,1.0,2,1,0.029,"[148.749, 132.836, 113.566, 113.566, 109.196, 102.046, 86.061, 86.061, 81.622, 81.622]","{(9.57, 0.0, -5.71), (2.58, -5.88, -6.17), (-2.58, -5.88, 6.17), (0.0, 10.03, 0.0), (-5.83, 5.32, -0.7), (3.25, -1.16, 6.87), (-3.25, -1.16, -6.87), (4.41, -0.0, 6.62), (5.83, 5.32, 0.7), (-2.09, 0.0, -7.12)}"
287,243885.cif,B3+:28.000 Ba2+:48.000 F1-:16.000 Li1+:4.000 O2-:84.000,Li1,5.0,1.0,2,1,0.025,"[168.784, 166.385, 90.08, 90.08, 88.596, 88.59, 84.393, 84.393, 83.2, 83.194]","{(5.8, 1.57, -4.24), (-5.8, -1.57, -4.24), (-0.1, 0.05, -8.48), (-0.05, -0.09, 8.48), (-0.1, 0.05, 8.48), (-7.89, 4.23, 0.0), (-1.99, 5.76, 4.24), (1.99, -5.76, 4.24), (3.76, 7.24, -0.0), (-0.05, -0.09, -8.48)}"
289,243971.cif,C4+:4.000 Li1+:4.000 O2-:12.000 Rb1+:4.000,Li1,5.0,1.0,2,1,0.024,"[158.544, 126.015, 120.744, 111.882, 109.056, 108.645, 101.04, 92.539, 65.55, 64.081]","{(5.52, 0.13, -8.67), (-5.07, -0.55, -5.09), (6.84, 0.57, 1.77), (-1.13, -5.57, -3.09), (0.19, -5.13, 7.35), (-0.74, -8.92, 3.86), (6.33, 2.58, 2.68), (-4.65, 5.25, -0.68), (5.94, 5.92, -4.26), (-5.58, 1.46, -4.17)}"
292,243972.cif,C4+:4.000 Cs1+:4.000 Li1+:4.000 O2-:12.000,Li1,5.0,1.0,2,1,0.019,"[160.203, 123.367, 122.936, 112.954, 108.445, 107.014, 103.25, 92.688, 64.551, 63.928]","{(-1.23, -5.61, -2.95), (6.91, 0.37, 1.69), (-1.16, -8.79, 3.93), (5.9, 0.01, -8.73), (6.22, 5.86, -4.22), (-4.72, -0.38, -5.45), (-0.23, -5.25, 7.47), (6.3, 2.68, 2.66), (-4.4, 5.47, -0.95), (-5.33, 1.93, -4.49)}"
296,244009.cif,H1+:2.000 Li1+:4.000 O2-:16.000 P5+:4.000 V3+:2.000,Li1,5.0,1.0,2,1,0.044,"[147.108, 125.051, 119.085, 113.266, 111.882, 95.244, 91.037, 85.176, 83.246, 68.161]","{(-3.24, -7.51, 2.01), (4.23, -6.97, 3.48), (7.29, -4.52, -4.9), (-6.36, 0.16, -3.91), (1.85, 2.91, 7.52), (3.01, 2.19, -7.94), (4.9, 5.36, -0.86), (-2.09, -6.55, -0.87), (3.75, 4.41, 2.02), (-4.46, 1.65, -9.41)}"
297,245511.cif,Li1+:8.000 O2-:60.000 U6+:12.000 V5+:8.000,Li1,5.0,1.0,2,1,0.07,"[174.562, 143.149, 143.149, 92.166, 92.166, 92.166, 92.166, 87.295, 87.295, 73.704]","{(0.0, -5.41, -5.23), (0.0, -5.41, 5.23), (0.0, -11.54, 0.0), (7.8, -3.07, 2.61), (-7.8, 3.07, 2.61), (-7.8, -3.07, -2.61), (7.31, 0.0, 5.23), (7.31, 0.0, -5.23), (7.8, 3.07, -2.61), (-8.28, -0.0, 0.0)}"
