,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
3061,290806.cif,Fe3+:0.648 Li1+:2.748 Ni2+:0.480 Ni3+:2.112 O2-:6.000,Ni1,6.0,2.0,4,8,0.0,"[180.0, 180.0, 180.0, 93.09, 93.09, 93.09, 93.09, 93.09, 93.084, 86.916, 86.916, 86.91, 86.91, 86.91, 86.91]"
3062,290806.cif,Fe3+:0.648 Li1+:2.748 Ni2+:0.480 Ni3+:2.112 O2-:6.000,Ni2,6.0,2.0,4,8,0.0,"[180.0, 180.0, 180.0, 92.528, 92.528, 92.528, 92.528, 92.528, 92.528, 87.472, 87.472, 87.472, 87.472, 87.472, 87.472]"
3063,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Fe1,6.0,3.0,4,8,0.0,"[180.0, 180.0, 180.0, 93.463, 93.463, 93.457, 93.457, 93.457, 93.457, 86.543, 86.543, 86.543, 86.537, 86.537, 86.537]"
3064,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Fe2,6.0,3.0,4,8,0.0,"[180.0, 180.0, 180.0, 92.986, 92.986, 92.986, 92.986, 92.981, 92.981, 87.019, 87.019, 87.014, 87.014, 87.014, 87.014]"
3065,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Li2,6.0,1.0,2,1,0.0,"[180.0, 180.0, 180.0, 92.986, 92.986, 92.986, 92.986, 92.981, 92.981, 87.019, 87.019, 87.014, 87.014, 87.014, 87.014]"
3066,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Li1,6.0,1.0,2,1,0.0,"[180.0, 180.0, 180.0, 93.463, 93.463, 93.457, 93.457, 93.457, 93.457, 86.543, 86.543, 86.543, 86.537, 86.537, 86.537]"
3067,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Ni1,6.0,2.0,4,8,0.0,"[180.0, 180.0, 180.0, 93.463, 93.463, 93.457, 93.457, 93.457, 93.457, 86.543, 86.543, 86.543, 86.537, 86.537, 86.537]"
3068,290807.cif,Fe3+:0.684 Li1+:2.700 Ni2+:0.960 Ni3+:1.776 O2-:6.000,Ni2,6.0,2.0,4,8,0.0,"[180.0, 180.0, 180.0, 92.986, 92.986, 92.986, 92.986, 92.981, 92.981, 87.019, 87.019, 87.014, 87.014, 87.014, 87.014]"
3069,290831.cif,Ge4+:4.000 Li1+:16.000 S2-:16.000,Li1,6.0,1.0,2,1,0.035,"[180.0, 180.0, 180.0, 93.09, 93.09, 92.705, 92.705, 91.295, 91.295, 88.705, 88.705, 87.295, 87.295, 86.91, 86.91]"
3072,290832.cif,Li1+:16.000 S2-:16.000 Sn4+:4.000,Li1,6.0,1.0,2,1,0.015,"[180.0, 180.0, 180.0, 93.268, 93.268, 90.756, 90.756, 90.682, 90.682, 89.318, 89.318, 89.244, 89.244, 86.732, 86.732]"
3075,290923.cif,Li1+:14.920 O2-:58.000 P5+:16.000 V3+:2.922 V4+:3.078,V1,6.0,3.0,4,5,0.02,"[176.199, 169.082, 169.082, 95.492, 95.486, 95.394, 95.388, 94.324, 93.348, 87.226, 87.22, 87.203, 87.197, 81.865, 81.86]"
3076,2910.cif,F1-:2.000 Nb5+:12.000 O2-:30.000,Nb2,6.0,5.0,5,5,0.103,"[179.19, 177.708, 162.669, 106.123, 91.203, 90.882, 90.882, 90.71, 90.71, 89.364, 89.364, 89.295, 89.295, 88.103, 74.574]"
3077,2910.cif,F1-:2.000 Nb5+:12.000 O2-:30.000,Nb3,6.0,5.0,5,5,0.113,"[178.379, 177.078, 151.751, 104.785, 103.462, 90.779, 90.779, 90.275, 90.275, 90.103, 90.103, 89.226, 89.226, 78.171, 73.585]"
3078,2910.cif,F1-:2.000 Nb5+:12.000 O2-:30.000,Nb4,6.0,5.0,5,5,0.083,"[177.193, 169.451, 169.451, 98.841, 91.702, 91.696, 90.905, 90.9, 90.9, 90.9, 88.923, 88.923, 88.923, 88.917, 77.76]"
3080,291186.cif,Fe3+:4.000 Ge4+:8.000 Li1+:2.000 Na1+:2.000 O2-:24.000,Fe1,6.0,3.0,4,8,0.115,"[178.854, 163.256, 163.256, 105.694, 98.054, 98.054, 93.727, 93.721, 89.96, 89.96, 87.036, 87.031, 80.944, 80.944, 75.215]"
3081,291401.cif,Co2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,Co1,6.0,2.0,4,8,0.014,"[179.19, 158.45, 158.45, 110.096, 98.702, 98.702, 91.02, 91.02, 89.026, 89.026, 88.631, 88.631, 81.796, 81.796, 70.592]"
3082,291401.cif,Co2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,Li1,6.0,1.0,2,1,0.013,"[180.0, 180.0, 180.0, 106.493, 106.493, 97.302, 97.302, 90.413, 90.413, 89.587, 89.587, 82.698, 82.698, 73.507, 73.507]"
3083,291520.cif,Ga3+:0.250 Li1+:0.160 O2-:3.000 Sr2+:0.690 Ta5+:0.750,Ga1,6.0,3.0,4,3,0.0,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
3084,291520.cif,Ga3+:0.250 Li1+:0.160 O2-:3.000 Sr2+:0.690 Ta5+:0.750,Ta1,6.0,5.0,6,5,0.0,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
3085,2921.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Li1,6.0,1.0,2,1,0.03,"[164.302, 162.804, 155.602, 106.577, 101.478, 98.592, 96.823, 92.046, 88.9, 88.894, 85.273, 83.246, 78.276, 75.416, 74.681]"
3086,2921.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb1,6.0,5.0,5,5,0.167,"[166.24, 166.096, 164.775, 106.111, 96.258, 95.44, 93.704, 91.226, 88.212, 87.289, 87.232, 86.244, 82.542, 82.421, 78.206]"
3087,2921.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb2,6.0,5.0,5,5,0.219,"[173.12, 159.39, 155.994, 103.385, 102.31, 99.364, 95.141, 93.98, 90.928, 90.756, 83.275, 82.027, 78.562, 77.068, 75.25]"
3088,2921.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb3,6.0,5.0,5,5,0.22,"[172.613, 159.472, 155.217, 104.158, 102.257, 99.027, 95.302, 94.612, 91.645, 88.659, 83.004, 82.432, 78.598, 77.05, 74.877]"
3089,30019.cif,Li1+:4.000 Na1+:4.000 O2-:24.000 V5+:8.000,Li1,6.0,1.0,2,1,0.031,"[176.113, 166.906, 166.906, 97.822, 95.728, 95.728, 95.077, 95.077, 91.02, 91.02, 87.874, 87.874, 82.022, 81.686, 81.686]"
3090,30020.cif,Li1+:3.040 Na1+:4.960 O2-:24.000 V5+:8.000,Li1,6.0,1.0,2,1,0.01,"[175.561, 169.641, 169.641, 98.32, 97.62, 97.62, 89.862, 89.857, 89.238, 89.238, 87.232, 87.226, 85.705, 85.699, 84.203]"
3091,30020.cif,Li1+:3.040 Na1+:4.960 O2-:24.000 V5+:8.000,Na1,6.0,1.0,3,1,0.021,"[175.561, 169.641, 169.641, 98.32, 97.62, 97.62, 89.862, 89.857, 89.238, 89.238, 87.232, 87.226, 85.705, 85.699, 84.203]"
3092,30021.cif,Li1+:2.320 Na1+:5.680 O2-:24.000 V5+:8.000,Li1,6.0,1.0,2,1,0.01,"[174.098, 170.968, 170.968, 97.62, 96.904, 96.904, 89.438, 89.438, 89.129, 89.129, 87.507, 87.501, 86.973, 86.973, 84.128]"
3093,30021.cif,Li1+:2.320 Na1+:5.680 O2-:24.000 V5+:8.000,Na2,6.0,1.0,3,1,0.02,"[174.098, 170.968, 170.968, 97.62, 96.904, 96.904, 89.438, 89.438, 89.129, 89.129, 87.507, 87.501, 86.973, 86.973, 84.128]"
3094,30022.cif,Li1+:1.280 Na1+:6.720 O2-:24.000 V5+:8.000,Li1,6.0,1.0,2,1,0.008,"[174.326, 172.138, 172.138, 96.656, 95.808, 95.808, 89.811, 89.811, 88.974, 88.969, 88.436, 88.43, 87.243, 87.237, 84.111]"
3095,30022.cif,Li1+:1.280 Na1+:6.720 O2-:24.000 V5+:8.000,Na2,6.0,1.0,3,1,0.017,"[174.384, 172.096, 172.096, 96.725, 95.774, 95.768, 89.805, 89.805, 89.003, 89.003, 88.401, 88.401, 87.272, 87.272, 84.048]"
3096,300243.cif,Li1+:2.000 Nb3+:2.000 O2-:4.000,Li1,6.0,1.0,2,1,0.0,"[180.0, 180.0, 180.0, 93.486, 93.48, 93.48, 93.48, 93.48, 93.48, 86.52, 86.52, 86.52, 86.52, 86.52, 86.52]"
3097,300243.cif,Li1+:2.000 Nb3+:2.000 O2-:4.000,Nb1,6.0,3.0,5,5,0.0,"[133.725, 133.725, 133.709, 133.709, 133.701, 133.701, 85.814, 85.814, 85.808, 85.808, 85.808, 85.808, 76.361, 76.361, 76.349]"
3099,30253.cif,Al3+:16.000 F1-:96.000 Li1+:24.000 Na1+:24.000,Al1,6.0,3.0,3,3,0.0,"[180.0, 180.0, 180.0, 91.794, 91.788, 91.788, 91.788, 91.788, 91.782, 88.218, 88.212, 88.212, 88.212, 88.212, 88.206]"
3100,30521.cif,Al3+:4.000 Li1+:4.000 O2-:24.000 Si4+:8.000,Al1,6.0,3.0,3,3,0.086,"[174.502, 167.905, 167.905, 99.852, 96.944, 96.938, 91.971, 91.971, 91.576, 91.576, 88.481, 88.481, 84.744, 78.936, 78.936]"
3101,30521.cif,Al3+:4.000 Li1+:4.000 O2-:24.000 Si4+:8.000,Li1,6.0,1.0,2,1,0.02,"[161.768, 139.88, 139.871, 128.536, 128.536, 116.757, 116.75, 90.069, 90.069, 79.205, 75.948, 75.8, 75.795, 68.093, 68.087]"
3104,30964.cif,K1+:8.000 Li1+:8.000 O2-:8.000,K1,6.0,1.0,4,1,0.033,"[148.915, 148.915, 127.143, 127.143, 114.854, 114.331, 110.304, 110.304, 95.037, 95.037, 73.07, 73.07, 72.98, 72.98, 57.473]"
3105,31110.cif,Al3+:16.000 F1-:96.000 Li1+:24.000 Na1+:24.000,Al1,6.0,3.0,3,3,0.0,"[180.0, 180.0, 180.0, 91.788, 91.788, 91.788, 91.788, 91.788, 91.788, 88.212, 88.212, 88.212, 88.212, 88.212, 88.212]"
3106,31316.cif,Li1+:4.000 O2-:8.000 Sc3+:4.000,Li1,6.0,1.0,2,1,0.044,"[180.0, 168.902, 168.872, 95.555, 95.555, 95.555, 95.555, 90.539, 90.539, 90.539, 90.539, 84.445, 84.445, 84.445, 84.445]"
3107,31316.cif,Li1+:4.000 O2-:8.000 Sc3+:4.000,Sc1,6.0,3.0,4,3,0.012,"[180.0, 168.902, 168.872, 95.555, 95.555, 95.555, 95.555, 90.539, 90.539, 90.539, 90.539, 84.445, 84.445, 84.445, 84.445]"
3108,31800.cif,Eu2+:4.000 Eu3+:16.000 Li1+:8.000 O2-:32.000,Eu5,6.0,3.0,6,0,0.079,"[165.512, 165.512, 160.579, 110.383, 110.383, 103.892, 93.744, 85.917, 85.917, 80.851, 80.851, 80.834, 80.834, 79.56, 79.56]"
3109,31800.cif,Eu2+:4.000 Eu3+:16.000 Li1+:8.000 O2-:32.000,Li1,6.0,1.0,2,1,0.065,"[154.823, 154.823, 153.637, 105.658, 105.658, 99.701, 99.491, 99.491, 94.531, 91.983, 91.983, 77.42, 77.42, 64.881, 64.881]"
3116,31930.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Li1,6.0,1.0,2,1,0.025,"[164.95, 164.344, 157.369, 105.765, 99.945, 98.285, 97.394, 91.341, 89.828, 87.925, 85.158, 85.02, 78.825, 76.408, 75.653]"
3117,31930.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb1,6.0,5.0,5,5,0.169,"[166.361, 166.288, 164.601, 106.392, 95.929, 95.233, 93.71, 91.381, 88.126, 87.627, 87.077, 85.705, 83.189, 82.403, 78.235]"
3118,31930.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb2,6.0,5.0,5,5,0.229,"[173.168, 159.131, 156.334, 102.862, 101.736, 99.59, 96.067, 94.014, 91.112, 90.636, 83.679, 82.143, 77.807, 76.985, 75.505]"
3119,31930.cif,Li1+:4.000 Nb5+:12.000 O2-:32.000,Nb3,6.0,5.0,5,5,0.229,"[172.437, 159.003, 156.008, 104.572, 102.298, 98.494, 95.003, 94.468, 91.198, 89.421, 82.981, 82.75, 78.603, 77.079, 74.877]"
3120,32534.cif,Cl7+:2.000 H1+:12.000 Li1+:2.000 O2-:14.000,Li1,6.0,1.0,2,1,0.001,"[180.0, 180.0, 180.0, 96.604, 96.604, 96.604, 96.604, 96.604, 96.604, 83.592, 83.592, 83.592, 83.206, 83.2, 83.2]"
3121,32716.cif,K1+:5.400 Li1+:7.344 O2-:48.000 Sb5+:16.656,Li1,6.0,1.0,2,1,0.015,"[172.932, 172.932, 169.641, 100.055, 96.442, 94.474, 94.474, 92.315, 92.315, 92.172, 92.172, 81.338, 81.338, 80.828, 80.828]"
3122,32716.cif,K1+:5.400 Li1+:7.344 O2-:48.000 Sb5+:16.656,Li2,6.0,1.0,2,1,0.019,"[175.789, 173.464, 168.522, 99.642, 96.615, 95.584, 94.445, 92.9, 92.551, 90.917, 89.736, 83.569, 83.05, 80.288, 79.758]"
3123,32716.cif,K1+:5.400 Li1+:7.344 O2-:48.000 Sb5+:16.656,Sb1,6.0,5.0,5,5,0.077,"[172.932, 172.932, 169.641, 100.055, 96.442, 94.474, 94.474, 92.315, 92.315, 92.172, 92.172, 81.338, 81.338, 80.828, 80.828]"
3124,32716.cif,K1+:5.400 Li1+:7.344 O2-:48.000 Sb5+:16.656,Sb2,6.0,5.0,5,5,0.101,"[175.789, 173.464, 168.522, 99.642, 96.615, 95.584, 94.445, 92.9, 92.551, 90.917, 89.736, 83.569, 83.05, 80.288, 79.758]"
3125,32729.cif,F1-:24.000 Fe3+:4.000 Li1+:4.000 Sr2+:4.000,Fe1,6.0,3.0,4,8,0.024,"[170.68, 170.097, 168.962, 98.187, 97.337, 95.008, 94.313, 93.423, 91.702, 87.673, 86.623, 85.325, 84.997, 84.232, 82.114]"
3126,32729.cif,F1-:24.000 Fe3+:4.000 Li1+:4.000 Sr2+:4.000,Li1,6.0,1.0,2,1,0.021,"[167.715, 163.638, 163.335, 103.297, 101.362, 98.146, 95.307, 93.962, 92.224, 89.622, 88.424, 86.715, 78.171, 77.532, 77.126]"
3127,32730.cif,Ca2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Ca1,6.0,2.0,4,2,0.0,"[180.0, 180.0, 180.0, 92.837, 92.837, 92.837, 92.837, 92.832, 92.832, 87.168, 87.168, 87.163, 87.163, 87.163, 87.163]"
3128,32730.cif,Ca2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Co1,6.0,3.0,4,8,0.0,"[177.193, 177.193, 177.193, 91.117, 91.112, 91.112, 91.106, 91.106, 91.1, 90.94, 90.923, 90.917, 86.933, 86.927, 86.91]"
3129,32730.cif,Ca2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Li1,6.0,1.0,2,1,0.0,"[171.041, 171.004, 171.004, 95.572, 95.572, 95.566, 95.561, 95.561, 95.555, 91.438, 91.415, 91.415, 78.094, 78.089, 78.077]"
3130,32731.cif,Cd2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Cd1,6.0,2.0,5,2,0.0,"[180.0, 180.0, 180.0, 91.736, 91.736, 91.736, 91.736, 91.736, 91.736, 88.264, 88.264, 88.264, 88.264, 88.264, 88.264]"
3131,32731.cif,Cd2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Co1,6.0,3.0,4,8,0.0,"[177.193, 177.193, 177.193, 92.0, 92.0, 91.989, 91.989, 91.983, 91.983, 90.092, 90.069, 90.069, 86.02, 86.015, 85.998]"
3132,32731.cif,Cd2+:2.000 Co3+:2.000 F1-:12.000 Li1+:2.000,Li1,6.0,1.0,2,1,0.0,"[171.69, 171.65, 171.65, 95.872, 95.872, 95.866, 95.866, 95.854, 95.854, 90.625, 90.602, 90.602, 78.211, 78.211, 78.188]"
3133,32732.cif,Ca2+:2.000 F1-:12.000 Li1+:2.000 Ni3+:2.000,Ca1,6.0,2.0,4,2,0.0,"[180.0, 180.0, 180.0, 93.015, 93.015, 93.009, 93.009, 93.009, 93.009, 86.991, 86.991, 86.991, 86.985, 86.985, 86.985]"
3134,32732.cif,Ca2+:2.000 F1-:12.000 Li1+:2.000 Ni3+:2.000,Li1,6.0,1.0,2,1,0.0,"[171.041, 171.004, 171.004, 95.423, 95.417, 95.411, 95.411, 95.405, 95.4, 91.57, 91.553, 91.547, 78.264, 78.258, 78.247]"
3135,32732.cif,Ca2+:2.000 F1-:12.000 Li1+:2.000 Ni3+:2.000,Ni1,6.0,3.0,4,8,0.0,"[177.193, 177.193, 177.193, 91.1, 91.083, 91.077, 90.951, 90.945, 90.945, 90.94, 90.934, 90.934, 87.105, 87.1, 87.082]"
3136,32733.cif,F1-:12.000 Li1+:2.000 Ni3+:2.000 Sr2+:2.000,Li1,6.0,1.0,2,1,0.0,"[169.737, 169.705, 169.705, 94.836, 94.836, 94.83, 94.824, 94.824, 94.824, 93.176, 93.164, 93.159, 78.03, 78.03, 78.012]"
3137,32733.cif,F1-:12.000 Li1+:2.000 Ni3+:2.000 Sr2+:2.000,Ni1,6.0,3.0,4,8,0.0,"[177.193, 177.193, 177.193, 92.86, 92.843, 92.837, 89.152, 89.146, 89.146, 89.141, 89.141, 89.135, 88.946, 88.94, 88.929]"
3138,32733.cif,F1-:12.000 Li1+:2.000 Ni3+:2.000 Sr2+:2.000,Sr1,6.0,2.0,5,2,0.0,"[180.0, 180.0, 180.0, 95.141, 95.141, 95.141, 95.141, 95.141, 95.141, 84.859, 84.859, 84.859, 84.859, 84.859, 84.859]"
3139,33506.cif,Li1+:4.000 P4+:2.000 S2-:6.000,Li1,6.0,1.0,2,1,0.0,"[177.856, 177.856, 177.708, 96.465, 96.465, 96.448, 93.474, 93.463, 93.463, 85.066, 85.066, 85.061, 85.061, 85.055, 85.055]"
3140,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Na1,6.0,1.0,3,1,0.048,"[164.623, 163.76, 160.7, 110.212, 109.828, 96.938, 95.808, 89.994, 88.745, 85.268, 84.67, 84.082, 81.089, 78.673, 73.298]"
3141,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Na3,6.0,1.0,3,1,0.027,"[162.611, 158.701, 146.501, 114.797, 109.311, 104.011, 96.062, 92.803, 91.026, 89.186, 86.141, 83.2, 79.251, 67.784, 66.728]"
3143,33776.cif,H1+:12.000 Li1+:2.000 Mn7+:2.000 O2-:14.000,Li1,6.0,1.0,2,1,0.014,"[176.968, 176.968, 176.968, 95.975, 95.975, 95.975, 95.975, 95.975, 95.975, 86.216, 86.216, 86.216, 81.767, 81.767, 81.761]"
3144,33865.cif,Br1-:8.000 Li1+:4.000 Mn2+:2.000,Li1,6.0,1.0,2,1,0.002,"[180.0, 180.0, 180.0, 92.728, 92.728, 92.723, 92.723, 90.172, 90.172, 89.828, 89.828, 87.277, 87.277, 87.277, 87.277]"
3145,33865.cif,Br1-:8.000 Li1+:4.000 Mn2+:2.000,Mn1,6.0,2.0,4,7,0.011,"[180.0, 180.0, 180.0, 91.455, 91.455, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 88.545, 88.545]"
3146,33890.cif,Co3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Na1,6.0,1.0,3,1,0.031,"[178.854, 175.137, 175.137, 103.674, 103.674, 95.791, 95.791, 94.422, 94.422, 86.549, 86.549, 83.183, 83.183, 80.718, 71.856]"
3147,33890.cif,Co3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Na2,6.0,1.0,3,1,0.011,"[176.758, 159.685, 159.685, 102.486, 102.486, 99.619, 97.533, 97.533, 95.97, 85.756, 85.756, 84.595, 84.595, 75.256, 75.256]"
3148,33897.cif,As3-:4.000 Li1+:8.800 Ti4+:0.800,Li1,6.0,1.0,2,1,0.0,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
3149,33953.cif,Au3+:4.000 F1-:16.000 Li1+:4.000,Li1,6.0,1.0,2,1,0.01,"[169.42, 169.42, 166.982, 98.818, 95.756, 95.756, 92.711, 92.705, 91.369, 91.369, 86.509, 86.509, 83.419, 83.419, 78.615]"
3150,33953.cif,Au3+:4.000 F1-:16.000 Li1+:4.000,Li2,6.0,1.0,2,1,0.046,"[161.173, 161.173, 155.45, 116.2, 101.005, 101.005, 91.937, 91.931, 82.559, 82.559, 82.293, 82.293, 78.779, 78.779, 78.749]"
3151,33954.cif,In3+:4.000 Li1+:4.000 O2-:8.000,In1,6.0,3.0,5,3,0.001,"[180.0, 170.751, 170.751, 94.635, 94.635, 94.635, 94.635, 90.372, 90.372, 90.372, 90.372, 85.365, 85.365, 85.365, 85.365]"
3152,33954.cif,In3+:4.000 Li1+:4.000 O2-:8.000,Li1,6.0,1.0,2,1,0.036,"[180.0, 174.443, 156.22, 101.894, 101.894, 92.78, 92.78, 89.427, 89.427, 89.427, 89.427, 87.22, 87.22, 78.106, 78.106]"
3153,33955.cif,Li1+:4.000 O2-:8.000 Yb3+:4.000,Li1,6.0,1.0,2,1,0.042,"[180.0, 167.11, 167.11, 96.442, 96.442, 96.442, 96.442, 90.722, 90.722, 90.722, 90.722, 83.558, 83.558, 83.558, 83.558]"
3154,33955.cif,Li1+:4.000 O2-:8.000 Yb3+:4.000,Yb1,6.0,3.0,6,0,0.033,"[180.0, 167.11, 167.11, 96.442, 96.442, 96.442, 96.442, 90.722, 90.722, 90.722, 90.722, 83.558, 83.558, 83.558, 83.558]"
3155,34073.cif,Fe3+:8.000 Li1+:8.000 Na1+:16.000 O2-:120.000 Si4+:48.000,Fe1,6.0,3.0,4,8,0.011,"[176.113, 176.113, 172.885, 93.205, 93.205, 91.874, 91.874, 90.968, 90.59, 90.59, 90.241, 90.241, 88.791, 84.422, 84.416]"
3156,34387.cif,Cl1-:12.000 Li1+:4.000 O2-:12.000 Zn2+:4.000,Li1,6.0,1.0,2,1,0.016,"[178.597, 178.597, 173.988, 102.68, 102.68, 97.973, 97.973, 97.383, 97.383, 83.898, 81.732, 81.732, 81.327, 77.52, 77.52]"
3157,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,Al1,6.0,3.0,3,3,0.014,"[178.379, 178.015, 177.078, 93.124, 92.872, 92.172, 91.736, 91.169, 90.183, 89.966, 89.37, 88.522, 87.358, 86.916, 86.595]"
3158,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,Li1,6.0,1.0,2,1,0.049,"[159.083, 154.382, 146.294, 125.81, 100.62, 95.509, 91.702, 90.928, 87.891, 82.987, 82.16, 81.477, 79.735, 78.598, 66.591]"
3159,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,Li2,6.0,1.0,2,1,0.048,"[167.291, 145.955, 145.316, 114.142, 108.5, 103.25, 95.808, 95.457, 93.193, 83.846, 77.678, 76.438, 74.859, 70.506, 69.684]"
3160,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,Li3,6.0,1.0,2,1,0.032,"[178.015, 157.804, 157.593, 104.916, 101.432, 101.122, 97.279, 96.056, 88.0, 87.994, 83.039, 82.114, 80.845, 75.57, 74.77]"
3161,34950.cif,Fe3+:8.000 Li1+:8.000 Na1+:16.000 O2-:120.000 Si4+:48.000,Fe1,6.0,3.0,4,8,0.017,"[176.199, 176.199, 173.364, 93.589, 93.589, 91.232, 91.1, 91.094, 90.189, 90.183, 89.742, 89.633, 89.633, 85.187, 85.187]"
3162,35018.cif,Li1+:11.840 P5+:4.000 S2-:16.000,Li2,6.0,1.0,2,1,0.061,"[180.0, 180.0, 180.0, 98.002, 98.002, 94.261, 94.261, 90.928, 90.928, 89.072, 89.072, 85.739, 85.739, 81.998, 81.998]"
3163,35161.cif,Al3+:2.000 Cr3+:4.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Al1,6.0,3.0,3,3,0.039,"[174.938, 174.938, 169.173, 97.314, 97.314, 94.635, 94.635, 91.725, 91.725, 90.905, 90.905, 89.616, 80.985, 80.636, 80.636]"
3164,35161.cif,Al3+:2.000 Cr3+:4.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Cr1,6.0,3.0,4,6,0.045,"[174.938, 174.938, 169.173, 97.314, 97.314, 94.635, 94.635, 91.725, 91.725, 90.905, 90.905, 89.616, 80.985, 80.636, 80.636]"
3165,35161.cif,Al3+:2.000 Cr3+:4.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Sb1,6.0,5.0,5,5,0.066,"[167.877, 167.85, 167.85, 96.581, 96.581, 96.563, 91.501, 91.501, 91.49, 91.49, 91.473, 91.473, 79.205, 79.199, 79.199]"
3166,35162.cif,Al3+:4.000 Cr3+:2.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Al1,6.0,3.0,3,3,0.099,"[179.19, 169.173, 169.173, 100.416, 99.457, 99.457, 95.578, 95.578, 89.146, 89.146, 83.806, 83.806, 81.048, 81.048, 80.915]"
3167,35162.cif,Al3+:4.000 Cr3+:2.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Cr1,6.0,3.0,4,6,0.114,"[179.19, 169.173, 169.173, 100.416, 99.457, 99.457, 95.578, 95.578, 89.146, 89.146, 83.806, 83.806, 81.048, 81.048, 80.915]"
3168,35162.cif,Al3+:4.000 Cr3+:2.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Sb1,6.0,5.0,5,5,0.046,"[179.19, 179.19, 179.19, 94.083, 94.083, 94.071, 94.071, 94.066, 94.066, 86.554, 86.554, 86.549, 85.302, 85.291, 85.291]"
3169,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li6,6.0,1.0,2,1,0.024,"[170.436, 165.977, 165.977, 103.898, 94.054, 94.054, 93.463, 93.463, 89.885, 89.885, 89.731, 89.731, 84.232, 84.232, 76.491]"
3170,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li6,6.0,1.0,2,1,0.028,"[174.326, 163.436, 163.436, 105.42, 96.298, 96.298, 90.791, 90.791, 89.484, 89.484, 88.178, 88.178, 85.791, 85.791, 74.9]"
3171,35182.cif,Li1+:8.000 O2-:12.000 Pb4+:4.000,Li1,6.0,1.0,2,1,0.029,"[177.312, 174.81, 174.81, 94.985, 93.727, 93.721, 89.324, 89.318, 89.301, 89.301, 88.688, 88.688, 88.132, 88.126, 86.572]"
3172,35182.cif,Li1+:8.000 O2-:12.000 Pb4+:4.000,Li2,6.0,1.0,2,1,0.017,"[174.443, 172.748, 172.748, 95.233, 95.227, 93.05, 91.433, 91.427, 90.584, 90.579, 88.602, 88.596, 85.314, 85.308, 84.704]"
3175,35182.cif,Li1+:8.000 O2-:12.000 Pb4+:4.000,Pb1,6.0,4.0,6,4,0.057,"[176.758, 176.659, 174.874, 92.183, 91.943, 91.937, 91.639, 91.633, 91.289, 91.289, 89.519, 89.232, 89.226, 85.043, 85.043]"
