,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
4487,237075.cif,Al3+:6.000 F1-:24.000 H1+:12.000 Na1+:2.000 O2-:4.000,H2,2.0,1.0,1,1,0.32,[154.783],set()
4488,237075.cif,Al3+:6.000 F1-:24.000 H1+:12.000 Na1+:2.000 O2-:4.000,H4,2.0,1.0,1,1,0.295,[166.337],set()
4489,237075.cif,Al3+:6.000 F1-:24.000 H1+:12.000 Na1+:2.000 O2-:4.000,H1,2.0,1.0,1,1,0.299,[167.161],set()
4490,237075.cif,Al3+:6.000 F1-:24.000 H1+:12.000 Na1+:2.000 O2-:4.000,H5,2.0,1.0,1,1,0.341,[136.778],set()
4511,237796.cif,C4+:2.000 Cu2+:2.000 Na1+:6.000 O2-:14.000 P5+:2.000,C1,2.0,4.0,2,4,0.304,[175.003],set()
4703,242244.cif,H1+:80.000 Na1+:8.000 O2-:56.000 S6+:4.000,H15,2.0,1.0,1,1,0.072,[169.022],set()
4704,242244.cif,H1+:80.000 Na1+:8.000 O2-:56.000 S6+:4.000,H18,2.0,1.0,1,1,0.224,[158.388],set()
4718,243498.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.019,[126.949],set()
4719,243498.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.001,[73.728],set()
4721,243500.cif,C2+:12.000 Co2+:4.000 H1+:12.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.01,[127.713],set()
4722,243500.cif,C2+:12.000 Co2+:4.000 H1+:12.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.001,[74.151],set()
4840,245932.cif,Hf4+:6.018 Na1+:29.940 O2-:72.000 P5+:18.000,Na5,2.0,1.0,3,1,0.0,[121.319],set()
4854,246579.cif,Co3+:0.680 Co4+:1.320 Na1+:0.684 O2-:4.000,Na2,2.0,1.0,3,1,0.0,[167.239],set()
4855,246580.cif,Co3+:1.260 Co4+:0.740 Na1+:1.262 O2-:4.000,Na2,2.0,1.0,3,1,0.0,[166.072],set()
4856,246581.cif,Co3+:1.420 Co4+:0.580 Na1+:1.414 O2-:4.000,Na2,2.0,1.0,3,1,0.0,[160.018],set()
4880,24817.cif,Ag1+:4.000 Na1+:12.000 O2-:8.000,Ag1,2.0,1.0,5,1,0.0,[180.0],set()
4919,2495.cif,C4+:4.000 H1+:4.000 N3-:8.000 Na1+:4.000,C1,2.0,4.0,2,4,0.168,[176.286],set()
4923,249552.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H1,2.0,1.0,1,1,0.085,[178.854],set()
4926,249553.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H1,2.0,1.0,1,1,0.016,[179.19],set()
4929,249554.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H1,2.0,1.0,1,1,0.018,[177.312],set()
4978,250074.cif,Ga3+:12.000 H1+:16.000 Na1+:4.000 O2-:48.000 P5+:8.000,H3,2.0,1.0,1,1,0.182,[141.527],set()
4987,250194.cif,B3+:24.000 Na1+:12.000 O2-:42.000,B9,2.0,3.0,2,3,0.068,[113.885],set()
5006,250328.cif,F1-:6.000 H1+:3.000 Na1+:3.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
5008,250422.cif,H1+:144.000 Na1+:16.000 O2-:96.000 Si4+:8.000,H3,2.0,1.0,1,1,0.2,[160.035],set()
5009,250437.cif,Mo6+:8.000 Na1+:16.000 O2-:64.000 P5+:8.000 Tb3+:8.000,Mo1,2.0,6.0,5,6,0.0,[166.856],set()
5042,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C1,2.0,2.0,2,4,0.014,[125.937],set()
5043,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C2,2.0,2.0,2,4,0.001,[128.382],set()
5044,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C3,2.0,2.0,2,4,0.083,[123.052],set()
5045,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C4,2.0,2.0,2,4,0.015,[126.949],set()
5046,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H1,2.0,1.0,1,1,0.001,[73.477],set()
5047,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H2,2.0,1.0,1,1,0.0,[74.758],set()
5048,251517.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H4,2.0,1.0,1,1,0.0,[69.488],set()
5056,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C1,2.0,2.0,2,4,0.06,[123.161],set()
5057,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C2,2.0,2.0,2,4,0.025,[126.627],set()
5058,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C3,2.0,2.0,2,4,0.017,[126.441],set()
5059,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C4,2.0,2.0,2,4,0.003,[127.858],set()
5060,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H2,2.0,1.0,1,1,0.001,[72.872],set()
5061,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H3,2.0,1.0,1,1,0.0,[73.746],set()
5062,251518.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H4,2.0,1.0,1,1,0.002,[70.98],set()
5070,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C1,2.0,2.0,2,4,0.06,[123.862],set()
5071,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C2,2.0,2.0,2,4,0.009,[127.438],set()
5072,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C3,2.0,2.0,2,4,0.007,[126.977],set()
5073,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C4,2.0,2.0,2,4,0.02,[128.411],set()
5074,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H1,2.0,1.0,1,1,0.001,[74.104],set()
5075,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H3,2.0,1.0,1,1,0.001,[74.716],set()
5076,251519.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H4,2.0,1.0,1,1,0.001,[71.295],set()
5084,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C1,2.0,2.0,2,4,0.058,[123.718],set()
5085,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C2,2.0,2.0,2,4,0.008,[127.035],set()
5086,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C3,2.0,2.0,2,4,0.016,[126.82],set()
5087,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C4,2.0,2.0,2,4,0.004,[128.807],set()
5088,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H1,2.0,1.0,1,1,0.001,[73.877],set()
5089,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H2,2.0,1.0,1,1,0.001,[73.847],set()
5090,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H3,2.0,1.0,1,1,0.0,[74.865],set()
5091,251520.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H4,2.0,1.0,1,1,0.004,[71.252],set()
5099,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C1,2.0,2.0,2,4,0.059,[123.904],set()
5100,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C2,2.0,2.0,2,4,0.007,[127.344],set()
5101,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C3,2.0,2.0,2,4,0.022,[127.164],set()
5102,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,C4,2.0,2.0,2,4,0.005,[128.829],set()
5103,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H1,2.0,1.0,1,1,0.001,[73.966],set()
5104,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H2,2.0,1.0,1,1,0.001,[73.931],set()
5105,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H3,2.0,1.0,1,1,0.0,[74.847],set()
5106,251521.cif,C2+:8.000 Cu2+:3.000 H1+:8.000 Na1+:2.000 O2-:16.000,H4,2.0,1.0,1,1,0.005,[71.802],set()
5114,251522.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.015,[126.884],set()
5115,251522.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.001,[72.974],set()
5117,251523.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.025,[126.827],set()
5118,251523.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.002,[72.884],set()
5120,251524.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.025,[127.064],set()
5121,251524.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.002,[72.932],set()
5123,251525.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.035,[127.078],set()
5124,251525.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.002,[73.274],set()
5126,251526.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.031,[127.416],set()
5127,251526.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.002,[73.794],set()
5160,251715.cif,C2+:16.000 Cu2+:8.000 H1+:36.000 Na1+:8.000 O2-:46.000,C1,2.0,2.0,2,4,0.1,[134.275],set()
5161,251715.cif,C2+:16.000 Cu2+:8.000 H1+:36.000 Na1+:8.000 O2-:46.000,C2,2.0,2.0,2,4,0.028,[124.111],set()
5162,251715.cif,C2+:16.000 Cu2+:8.000 H1+:36.000 Na1+:8.000 O2-:46.000,H1,2.0,1.0,1,1,0.006,[71.234],set()
5163,251715.cif,C2+:16.000 Cu2+:8.000 H1+:36.000 Na1+:8.000 O2-:46.000,H2,2.0,1.0,1,1,0.003,[67.126],set()
5210,252813.cif,Cu1+:6.000 Ir4+:3.980 Na1+:2.020 O2-:12.000,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
5211,252813.cif,Cu1+:6.000 Ir4+:3.980 Na1+:2.020 O2-:12.000,Cu2,2.0,1.0,4,1,0.0,[178.379],set()
5212,252814.cif,Cu1+:12.000 Ir4+:8.160 Na1+:3.840 O2-:24.000,Cu1,2.0,1.0,4,1,0.0,[168.493],set()
5213,252814.cif,Cu1+:12.000 Ir4+:8.160 Na1+:3.840 O2-:24.000,Cu2,2.0,1.0,4,1,0.0,[180.0],set()
5214,252814.cif,Cu1+:12.000 Ir4+:8.160 Na1+:3.840 O2-:24.000,Cu3,2.0,1.0,4,1,0.0,[169.769],set()
5215,252814.cif,Cu1+:12.000 Ir4+:8.160 Na1+:3.840 O2-:24.000,Ir2,2.0,4.0,6,8,0.0,[180.0],set()
5216,252814.cif,Cu1+:12.000 Ir4+:8.160 Na1+:3.840 O2-:24.000,Na2,2.0,1.0,3,1,0.0,[180.0],set()
5308,256032.cif,F1-:48.000 H1+:8.000 Na1+:8.000 Ti4+:8.000,H1,2.0,1.0,1,1,0.214,[175.561],set()
5320,258146.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[109.433],set()
5322,258146.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[111.229],set()
5323,258147.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[110.188],set()
5325,258147.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[111.18],set()
5326,258148.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[108.126],set()
5328,258148.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[109.646],set()
5329,258149.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[108.126],set()
5331,258149.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[109.646],set()
5332,258150.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[109.232],set()
5334,258150.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[110.512],set()
5335,258151.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[105.129],set()
5337,258151.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[105.005],set()
5338,258152.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[103.491],set()
5340,258152.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[103.715],set()
5341,258153.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[104.052],set()
5343,258153.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[104.17],set()
5344,258154.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[103.309],set()
5346,258154.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[103.527],set()
5347,258155.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[97.863],set()
5349,258155.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[98.772],set()
5350,258156.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Al1,2.0,3.0,3,3,0.0,[94.692],set()
5352,258156.cif,Al3+:6.000 Mn4+:1.660 Na1+:7.680 O2-:27.720 Si4+:6.000,Si1,2.0,4.0,3,4,0.0,[95.469],set()
5467,260367.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,C1,2.0,2.0,2,4,0.024,[126.877],set()
5468,260367.cif,C2+:12.000 H1+:12.000 Mn2+:4.000 Na1+:4.000 O2-:24.000,H1,2.0,1.0,1,1,0.002,[73.758],set()
5523,261255.cif,Na1+:26.736 O2-:48.000 Ru5+:14.052,Ru14,2.0,5.0,5,8,0.756,[156.506],set()
5524,261255.cif,Na1+:26.736 O2-:48.000 Ru5+:14.052,Ru15,2.0,5.0,5,8,0.212,[148.255],set()
5525,261255.cif,Na1+:26.736 O2-:48.000 Ru5+:14.052,Ru7,2.0,5.0,5,8,0.67,[146.553],set()
5526,261255.cif,Na1+:26.736 O2-:48.000 Ru5+:14.052,Ru8,2.0,5.0,5,8,1.034,[157.503],set()
5632,262850.cif,Cu1+:5.940 Na1+:6.000 Nb5+:3.840 O2-:66.000 Ta5+:20.160,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
5633,262851.cif,Cu1+:5.940 Na1+:6.000 Nb5+:7.200 O2-:66.000 Ta5+:16.800,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
5634,262852.cif,Cu1+:5.940 Na1+:6.000 Nb5+:11.220 O2-:66.000 Ta5+:12.780,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
5637,26323.cif,H1+:40.000 Na1+:24.000 O2-:48.000 Si4+:8.000,H2,2.0,1.0,1,1,0.215,[165.083],set()
5638,26323.cif,H1+:40.000 Na1+:24.000 O2-:48.000 Si4+:8.000,H4,2.0,1.0,1,1,0.277,[169.389],set()
5639,26323.cif,H1+:40.000 Na1+:24.000 O2-:48.000 Si4+:8.000,H5,2.0,1.0,1,1,0.19,[161.12],set()
5640,26344.cif,Co3+:4.000 K1+:6.576 N3+:24.000 Na1+:5.424 O2-:48.000,N1,2.0,3.0,2,5,0.0,[119.347],set()
5647,264709.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H1,2.0,1.0,1,1,0.036,[175.561],set()
5663,26543.cif,H1+:40.000 Na1+:24.000 O2-:48.000 Si4+:8.000,H4,2.0,1.0,1,1,0.261,[169.327],set()
5670,26969.cif,C4+:8.000 Ca2+:4.000 H1+:40.000 Na1+:8.000 O2-:44.000,H1,2.0,1.0,1,1,0.287,[180.0],set()
5671,26969.cif,C4+:8.000 Ca2+:4.000 H1+:40.000 Na1+:8.000 O2-:44.000,H2,2.0,1.0,1,1,0.29,[180.0],set()
5672,27211.cif,B3+:4.000 H1+:4.000 Na1+:8.000 O2-:12.000,H1,2.0,1.0,1,1,0.289,[179.19],set()
5743,280187.cif,C4+:8.000 N3-:12.000 Na1+:4.000,C1,2.0,4.0,2,4,0.276,[173.88],set()
5744,280187.cif,C4+:8.000 N3-:12.000 Na1+:4.000,C2,2.0,4.0,2,4,0.311,[171.115],set()
5746,280188.cif,C4+:24.000 N3-:36.000 Na1+:12.000,C4,2.0,4.0,2,4,0.277,[170.197],set()
5747,280188.cif,C4+:24.000 N3-:36.000 Na1+:12.000,C5,2.0,4.0,2,4,0.217,[178.854],set()
5748,280188.cif,C4+:24.000 N3-:36.000 Na1+:12.000,C6,2.0,4.0,2,4,0.364,[172.839],set()
5764,280361.cif,N3+:2.000 Na1+:2.000 O2-:4.000,N1,2.0,3.0,2,5,0.0,[114.645],set()
5766,280455.cif,H1+:16.000 Na1+:8.000 O2-:32.000 P5+:8.000,H1,2.0,1.0,1,1,0.256,[175.635],set()
5767,280455.cif,H1+:16.000 Na1+:8.000 O2-:32.000 P5+:8.000,H2,2.0,1.0,1,1,0.287,[175.344],set()
5768,280455.cif,H1+:16.000 Na1+:8.000 O2-:32.000 P5+:8.000,H3,2.0,1.0,1,1,0.228,[177.193],set()
5769,280455.cif,H1+:16.000 Na1+:8.000 O2-:32.000 P5+:8.000,H4,2.0,1.0,1,1,0.186,[167.422],set()
5782,280729.cif,Co3+:3.000 N3+:18.000 Na1+:9.000 O2-:36.000,N1,2.0,3.0,2,5,0.02,[117.918],set()
5783,280730.cif,Co3+:3.000 N3+:18.000 Na1+:9.000 O2-:36.000,N1,2.0,3.0,2,5,0.011,[118.516],set()
5940,2849.cif,B3+:40.000 H1+:80.000 Na1+:8.000 O2-:104.000,H3,2.0,1.0,1,1,0.207,[172.35],set()
6046,33638.cif,Na1+:4.001 O2-:18.000 Te4+:6.000 Zn2+:4.000,Na2,2.0,1.0,3,1,0.218,[68.537],set()
6063,34523.cif,H1+:6.000 Na1+:2.000 O2-:12.000 Se4+:4.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
6097,34945.cif,Ca2+:4.000 H1+:2.000 Na1+:2.000 O2-:18.000 Si4+:6.000,H1,2.0,1.0,1,1,0.18,[170.823],set()
6103,35091.cif,Co2+:8.000 H1+:64.000 Na1+:8.000 O2-:80.000 P3+:24.000,H4,2.0,1.0,1,1,0.326,[170.931],set()
6114,35191.cif,C4+:8.000 H1+:20.000 Na1+:12.000 O2-:32.000,H3,2.0,1.0,1,1,0.0,[180.0],set()
6115,35194.cif,C4+:8.000 H1+:112.000 Na1+:16.000 O2-:80.000,H1,2.0,1.0,1,1,0.216,[166.483],set()
6116,35194.cif,C4+:8.000 H1+:112.000 Na1+:16.000 O2-:80.000,H2,2.0,1.0,1,1,0.215,[167.742],set()
6117,35194.cif,C4+:8.000 H1+:112.000 Na1+:16.000 O2-:80.000,H4,2.0,1.0,1,1,0.193,[160.648],set()
6118,35194.cif,C4+:8.000 H1+:112.000 Na1+:16.000 O2-:80.000,H5,2.0,1.0,1,1,0.21,[173.025],set()
6119,35194.cif,C4+:8.000 H1+:112.000 Na1+:16.000 O2-:80.000,H9,2.0,1.0,1,1,0.231,[155.588],set()
6120,35196.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H1,2.0,1.0,1,1,0.062,[179.19],set()
6136,35265.cif,Al3+:8.000 Cl1-:32.000 Na1+:8.000 O2-:24.000 S4+:12.000,S1,2.0,4.0,3,6,0.0,[117.587],set()
6137,35265.cif,Al3+:8.000 Cl1-:32.000 Na1+:8.000 O2-:24.000 S4+:12.000,S2,2.0,4.0,3,6,0.062,[117.82],set()
6138,35265.cif,Al3+:8.000 Cl1-:32.000 Na1+:8.000 O2-:24.000 S4+:12.000,S3,2.0,4.0,3,6,0.06,[119.676],set()
6151,35767.cif,H1+:4.000 Mg2+:1.000 Na1+:2.000 O2-:8.000 S4+:2.000,H1,2.0,1.0,1,1,0.243,[175.344],set()
6205,38064.cif,H1+:4.000 Na1+:10.000 O2-:22.000 P5+:6.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
6206,38064.cif,H1+:4.000 Na1+:10.000 O2-:22.000 P5+:6.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
6273,39271.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,H3,2.0,1.0,1,1,0.189,[160.085],set()
6316,39749.cif,H1+:48.000 Na1+:16.000 O2-:96.000 Si4+:32.000,H3,2.0,1.0,1,1,0.345,[167.607],set()
6353,39934.cif,Mg2+:2.002 Na1+:20.000 O2-:52.000 Ti4+:19.998,Na7,2.0,1.0,3,1,0.0,[180.0],set()
6385,401210.cif,B3+:6.000 Ba2+:8.000 N3-:12.000 Na1+:2.000,B1,2.0,3.0,2,3,0.0,[180.0],set()
6386,40153.cif,Ag1+:8.000 Na1+:8.000 O2-:8.000,Ag1,2.0,1.0,5,1,0.0,[178.188],set()
6387,40157.cif,Cu1+:8.000 Na1+:8.000 O2-:8.000,Cu1,2.0,1.0,4,1,0.0,[178.015],set()
6417,40276.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
6418,40276.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,H2,2.0,1.0,1,1,0.31,[158.482],set()
6424,404092.cif,Ba2+:32.000 C2+:48.000 C4+:16.000 N3-:80.000 Na1+:16.000,C1,2.0,4.0,2,4,0.0,[180.0],set()
6425,404093.cif,Ba2+:32.000 C2+:48.000 C4+:16.000 N3-:80.000 Na1+:16.000,C1,2.0,4.0,2,4,0.0,[180.0],set()
6430,405161.cif,H1+:12.000 Na1+:16.000 O2-:44.000 P5+:12.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
6435,405228.cif,C4+:8.000 H1+:20.000 K1+:8.000 Na1+:4.000 O2-:32.000,H1,2.0,1.0,1,1,0.304,[178.597],set()
6440,405229.cif,C4+:8.000 H1+:20.000 Na1+:4.000 O2-:32.000 Rb1+:8.000,H1,2.0,1.0,1,1,0.03,[179.19],set()
6450,407316.cif,As5+:2.000 H1+:8.000 Na1+:2.000 O2-:12.000 Zn2+:2.000,H2,2.0,1.0,1,1,0.231,[150.633],set()
6456,407808.cif,C4+:12.000 H1+:12.000 N3-:18.000 Na1+:6.000 O2-:6.000,C2,2.0,4.0,2,4,0.275,[173.988],set()
6459,407809.cif,C4+:12.000 Cs1+:4.000 N3-:18.000 Na1+:2.000,C1,2.0,4.0,2,4,0.283,[172.658],set()
6553,409947.cif,H1+:200.000 Na1+:8.000 O2-:248.000 W6+:48.000,H3,2.0,1.0,1,1,0.45,[164.217],set()
6554,409971.cif,Co2+:2.000 H1+:24.000 Na1+:4.000 O2-:36.000 P5+:8.000,H1,2.0,1.0,1,1,0.256,[164.302],set()
6555,409971.cif,Co2+:2.000 H1+:24.000 Na1+:4.000 O2-:36.000 P5+:8.000,H2,2.0,1.0,1,1,0.334,[175.003],set()
6566,411061.cif,Cr3+:4.000 H1+:54.000 Na1+:18.000 O2-:42.000,H19,2.0,1.0,1,1,0.275,[170.968],set()
6567,411061.cif,Cr3+:4.000 H1+:54.000 Na1+:18.000 O2-:42.000,H20,2.0,1.0,1,1,0.261,[156.911],set()
6581,411341.cif,C4+:2.000 N3-:4.000 Na1+:4.000,C1,2.0,4.0,2,4,0.0,[180.0],set()
6602,411460.cif,Au1+:2.000 Na1+:4.000 O2-:4.000 Rb1+:2.000,Au1,2.0,1.0,6,1,0.0,[180.0],set()
6603,411719.cif,H1+:5.000 Na1+:3.000 O2-:16.000 Se6+:4.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
6604,411719.cif,H1+:5.000 Na1+:3.000 O2-:16.000 Se6+:4.000,H3,2.0,1.0,1,1,0.272,[172.48],set()
6608,411720.cif,H1+:5.000 Na1+:3.000 O2-:16.000 Se6+:4.000,H1,2.0,1.0,1,1,0.297,[166.144],set()
6609,411720.cif,H1+:5.000 Na1+:3.000 O2-:16.000 Se6+:4.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
6610,411720.cif,H1+:5.000 Na1+:3.000 O2-:16.000 Se6+:4.000,H3,2.0,1.0,1,1,0.252,[173.025],set()
6614,411865.cif,Cu1+:4.000 H1+:8.000 Na1+:20.000 O2-:16.000,Cu1,2.0,1.0,4,1,0.023,[170.13],set()
6621,412334.cif,H1+:88.000 Na1+:12.000 O2-:48.000 P5+:4.000 S2-:12.000,H7,2.0,1.0,1,1,0.162,[161.37],set()
6622,412334.cif,H1+:88.000 Na1+:12.000 O2-:48.000 P5+:4.000 S2-:12.000,H21,2.0,1.0,1,1,0.287,[159.325],set()
